	Kingdom	Phyllum	Class	Order	Family	Genus	Species	Bd_inhib
ZOTU6780	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU16766	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU3163	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU8327	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU10117	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU16091	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU7164	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU3208	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU7948	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU3496	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU9016	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU14851	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU20199	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU11160	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU2207	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU13576	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU19286	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU20765	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU14617	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU8066	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU14835	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU17842	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU19899	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU5880	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__ADurb.Bin063-1	g__ADurb.Bin063-2	no_unhib
ZOTU3008	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__ADurb.Bin063-1	s__uncultured_bacterium	no_unhib
ZOTU9787	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__ADurb.Bin063-1	s__uncultured_bacterium	no_unhib
ZOTU5032	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__DEV008	s__uncultured_archaeon	no_unhib
ZOTU12810	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__DEV114	g__DEV115	no_unhib
ZOTU13778	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__DEV114	s__metagenome	no_unhib
ZOTU7603	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__DEV114	s__uncultured_bacterium	no_unhib
ZOTU4934	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__DEV114	s__uncultured_bacterium	no_unhib
ZOTU14747	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__DEV114	s__uncultured_bacterium	no_unhib
ZOTU18100	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__DEV114	s__uncultured_bacterium	no_unhib
ZOTU18835	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Ellin516	g__Ellin516	no_unhib
ZOTU6640	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Ellin517	g__Ellin517	no_unhib
ZOTU9346	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Ellin517	g__Ellin517	no_unhib
ZOTU3283	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Ellin517	g__Ellin517	no_unhib
ZOTU19079	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Ellin517	g__Ellin517	no_unhib
ZOTU6670	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Ellin517	g__Ellin517	no_unhib
ZOTU21168	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Ellin517	g__Ellin517	no_unhib
ZOTU16732	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Ellin517	s__metagenome	no_unhib
ZOTU15687	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Ellin517	s__metagenome	no_unhib
ZOTU2283	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Ellin517	s__uncultured_bacterium	no_unhib
ZOTU3420	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Ellin517	s__uncultured_bacterium	no_unhib
ZOTU16374	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Ellin517	s__uncultured_bacterium	no_unhib
ZOTU3810	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Ellin517	s__uncultured_bacterium	no_unhib
ZOTU7661	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Oikopleura	g__Oikopleura	no_unhib
ZOTU17960	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Oikopleura	g__Oikopleura	no_unhib
ZOTU16693	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Oikopleura	s__uncultured_bacterium	no_unhib
ZOTU6906	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Oikopleura	s__uncultured_bacterium	no_unhib
ZOTU20464	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaera	s__metagenome	no_unhib
ZOTU8094	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaera	s__uncultured_bacterium	no_unhib
ZOTU18122	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaera	s__uncultured_bacterium	no_unhib
ZOTU7121	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU15177	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU15989	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU706	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU18568	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU13835	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU17250	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU7811	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU17636	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU4455	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU12417	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU7212	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU10312	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU21922	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU5332	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU15449	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU17812	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU880	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU16671	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU6486	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU18249	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU6103	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU987	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU8445	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU16432	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU17148	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU12995	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU11927	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU15126	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU4076	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU13425	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU6943	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU12252	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU20774	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU21239	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU9247	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU18196	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU19692	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	g__Pedosphaeraceae	no_unhib
ZOTU8635	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__metagenome	no_unhib
ZOTU9438	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__metagenome	no_unhib
ZOTU828	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__metagenome	no_unhib
ZOTU8704	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__metagenome	no_unhib
ZOTU8468	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__uncultured_bacterium	no_unhib
ZOTU16250	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__uncultured_bacterium	no_unhib
ZOTU8997	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__uncultured_bacterium	no_unhib
ZOTU15218	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__uncultured_bacterium	no_unhib
ZOTU7182	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__uncultured_bacterium	no_unhib
ZOTU19090	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__uncultured_bacterium	no_unhib
ZOTU4816	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__uncultured_bacterium	no_unhib
ZOTU15332	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__uncultured_bacterium	no_unhib
ZOTU8499	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__uncultured_bacterium	no_unhib
ZOTU10304	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__uncultured_bacterium	no_unhib
ZOTU16087	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__uncultured_bacterium	no_unhib
ZOTU19044	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__uncultured_bacterium	no_unhib
ZOTU21256	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__uncultured_bacterium	no_unhib
ZOTU12863	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__uncultured_bacterium	no_unhib
ZOTU18813	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__uncultured_soil	no_unhib
ZOTU9568	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__uncultured_Verrucomicrobia	no_unhib
ZOTU6766	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__Pedosphaeraceae	s__uncultured_Verrucomicrobia	no_unhib
ZOTU22036	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__RS25G	g__RS25G	no_unhib
ZOTU9854	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__RS25G	s__metagenome	no_unhib
ZOTU461	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__SH3-11	g__SH3-11	no_unhib
ZOTU21921	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__SH3-11	g__SH3-11	no_unhib
ZOTU18354	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__SH3-11	g__SH3-11	no_unhib
ZOTU9629	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__SH3-11	g__SH3-11	no_unhib
ZOTU18418	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__SH3-11	s__metagenome	no_unhib
ZOTU3697	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__SH3-11	s__metagenome	no_unhib
ZOTU10070	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__SH3-11	s__metagenome	no_unhib
ZOTU18161	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__SH3-11	s__uncultured_bacterium	no_unhib
ZOTU10178	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__SH3-11	s__uncultured_Verrucomicrobia	no_unhib
ZOTU11987	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	g__uncultured	no_unhib
ZOTU17886	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	g__uncultured	no_unhib
ZOTU955	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	g__uncultured	no_unhib
ZOTU7628	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	g__uncultured	no_unhib
ZOTU3840	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	g__uncultured	no_unhib
ZOTU3096	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	g__uncultured	no_unhib
ZOTU10945	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	g__uncultured	no_unhib
ZOTU14839	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	g__uncultured	no_unhib
ZOTU10539	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	g__uncultured	no_unhib
ZOTU16361	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	g__uncultured	no_unhib
ZOTU16736	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	g__uncultured	no_unhib
ZOTU21832	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	g__uncultured	no_unhib
ZOTU1391	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	s__metagenome	no_unhib
ZOTU1658	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	s__metagenome	no_unhib
ZOTU15675	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	s__metagenome	no_unhib
ZOTU6714	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	s__metagenome	no_unhib
ZOTU12388	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	s__metagenome	no_unhib
ZOTU18459	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU3948	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU6725	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU19008	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU18686	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU7980	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU9393	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU8076	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__uncultured	s__uncultured_bacterium	no_unhib
